row,zipcode,state,lat,long
4855,98003,WA,47.3,-122.31
4856,98004,WA,47.61,-122.21
4857,98004,WA,47.61,-122.21
4858,98005,WA,47.62,-122.16
4859,98005,WA,47.62,-122.16
4860,98006,WA,47.55,-122.14
4861,98007,WA,47.62,-122.14
4862,98008,WA,47.6,-122.11
4863,98012,WA,47.84,-122.19
4864,98012,WA,47.84,-122.19
4865,98012,WA,47.84,-122.19
4866,98012,WA,47.84,-122.19
4867,98020,WA,47.8,-122.37
4868,98021,WA,47.79,-122.2
4869,98021,WA,47.79,-122.2
4870,98021,WA,47.79,-122.2
4871,98023,WA,47.3,-122.37
4872,98026,WA,47.83,-122.32
4873,98026,WA,47.83,-122.32
4874,98026,WA,47.83,-122.32
4875,98029,WA,47.55,-122
4876,98029,WA,47.55,-122
4877,98029,WA,47.55,-122
4878,98030,WA,47.36,-122.19
4879,98031,WA,47.4,-122.19
4880,98032,WA,47.39,-122.26
4881,98033,WA,47.67,-122.18
4882,98034,WA,47.72,-122.2
4883,98034,WA,47.72,-122.2
4884,98036,WA,47.8,-122.28
4885,98036,WA,47.8,-122.28
4886,98036,WA,47.8,-122.28
4887,98036,WA,47.8,-122.28
4888,98036,WA,47.8,-122.28
4889,98037,WA,47.85,-122.28
4890,98038,WA,47.4,-121.99
4891,98040,WA,47.56,-122.22
4892,98040,WA,47.56,-122.22
4893,98040,WA,47.56,-122.22
4894,98042,WA,47.36,-122.1
4895,98042,WA,47.36,-122.1
4896,98042,WA,47.36,-122.1
4897,98042,WA,47.36,-122.1
4898,98042,WA,47.36,-122.1
4899,98043,WA,47.79,-122.3
4900,98043,WA,47.79,-122.3
4901,98043,WA,47.79,-122.3
4902,98045,WA,47.44,-121.62
4903,98051,WA,47.34,-121.92
4904,98052,WA,47.68,-122.12
4905,98052,WA,47.68,-122.12
4906,98052,WA,47.68,-122.12
4907,98055,WA,47.46,-122.21
4908,98056,WA,47.51,-122.18
4909,98057,WA,47.48,-122.19
4910,98058,WA,47.43,-122.11
4911,98058,WA,47.43,-122.11
4912,98058,WA,47.43,-122.11
4913,98059,WA,47.49,-122.1
4914,98065,WA,47.53,-121.8
4915,98065,WA,47.53,-121.8
4916,98087,WA,47.85,-122.28
4917,98087,WA,47.85,-122.28
4918,98092,WA,47.28,-122.1
4919,98092,WA,47.28,-122.1
4920,98092,WA,47.28,-122.1
4921,98092,WA,47.28,-122.1
4922,98103,WA,47.67,-122.34
4923,98105,WA,47.66,-122.29
4924,98106,WA,47.54,-122.35
4925,98106,WA,47.54,-122.35
4926,98108,WA,47.54,-122.31
4927,98117,WA,47.68,-122.38
4928,98117,WA,47.68,-122.38
4929,98117,WA,47.68,-122.38
4930,98118,WA,47.54,-122.27
4931,98119,WA,47.63,-122.37
4932,98121,WA,47.61,-122.34
4933,98126,WA,47.55,-122.37
4934,98133,WA,47.73,-122.34
4935,98133,WA,47.73,-122.34
4936,98133,WA,47.73,-122.34
4937,98136,WA,47.53,-122.39
4938,98144,WA,47.58,-122.3
4939,98155,WA,47.75,-122.29
4940,98155,WA,47.75,-122.29
4941,98166,WA,47.44,-122.35
4942,98168,WA,47.48,-122.29
4943,98198,WA,47.38,-122.31
4944,98199,WA,47.65,-122.4
4945,98201,WA,47.98,-122.2
4946,98203,WA,47.94,-122.24
4947,98204,WA,47.89,-122.25
4948,98204,WA,47.89,-122.25
4949,98204,WA,47.89,-122.25
4950,98208,WA,47.9,-122.18
4951,98223,WA,48.18,-121.67
4952,98225,WA,48.73,-122.48
4953,98225,WA,48.73,-122.48
4954,98225,WA,48.73,-122.48
4955,98226,WA,48.79,-122.41
4956,98226,WA,48.79,-122.41
4957,98233,WA,48.53,-122.31
4958,98243,WA,48.62,-123.01
4959,98258,WA,48.04,-122.05
4960,98258,WA,48.04,-122.05
4961,98258,WA,48.04,-122.05
4962,98258,WA,48.04,-122.05
4963,98260,WA,48.04,-122.44
4964,98264,WA,48.95,-122.43
4965,98264,WA,48.95,-122.43
4966,98270,WA,48.05,-122.14
4967,98270,WA,48.05,-122.14
4968,98270,WA,48.05,-122.14
4969,98270,WA,48.05,-122.14
4970,98270,WA,48.05,-122.14
4971,98270,WA,48.05,-122.14
4972,98271,WA,48.09,-122.24
4973,98271,WA,48.09,-122.24
4974,98271,WA,48.09,-122.24
4975,98272,WA,47.87,-121.88
4976,98274,WA,48.36,-121.98
4977,98274,WA,48.36,-121.98
4978,98275,WA,47.91,-122.3
4979,98275,WA,47.91,-122.3
4980,98277,WA,48.32,-122.63
4981,98277,WA,48.32,-122.63
4982,98277,WA,48.32,-122.63
4983,98277,WA,48.32,-122.63
4984,98284,WA,48.59,-122.13
4985,98290,WA,47.94,-122
4986,98290,WA,47.94,-122
4987,98310,WA,47.59,-122.62
4988,98311,WA,47.63,-122.63
4989,98312,WA,47.57,-122.75
4990,98327,WA,47.09,-122.64
4991,98327,WA,47.09,-122.64
4992,98327,WA,47.09,-122.64
4993,98328,WA,46.86,-122.25
4994,98333,WA,47.24,-122.63
4995,98335,WA,47.29,-122.62
4996,98335,WA,47.29,-122.62
4997,98338,WA,47.01,-122.29
4998,98338,WA,47.01,-122.29
4999,98338,WA,47.01,-122.29
5000,98354,WA,47.25,-122.31
5001,98359,WA,47.43,-122.57
5002,98359,WA,47.43,-122.57
5003,98360,WA,47.03,-122.1
5004,98360,WA,47.03,-122.1
5005,98363,WA,48.02,-123.82
5006,98366,WA,47.54,-122.58
5007,98366,WA,47.54,-122.58
5008,98367,WA,47.46,-122.65
5009,98367,WA,47.46,-122.65
5010,98367,WA,47.46,-122.65
5011,98367,WA,47.46,-122.65
5012,98370,WA,47.75,-122.61
5013,98370,WA,47.75,-122.61
5014,98371,WA,47.19,-122.33
5015,98372,WA,47.22,-122.27
5016,98373,WA,47.14,-122.32
5017,98374,WA,47.12,-122.25
5018,98374,WA,47.12,-122.25
5019,98375,WA,47.1,-122.32
5020,98375,WA,47.1,-122.32
5021,98375,WA,47.1,-122.32
5022,98383,WA,47.67,-122.72
5023,98383,WA,47.67,-122.72
5024,98387,WA,47.05,-122.36
5025,98387,WA,47.05,-122.36
5026,98387,WA,47.05,-122.36
5027,98387,WA,47.05,-122.36
5028,98387,WA,47.05,-122.36
5029,98387,WA,47.05,-122.36
5030,98387,WA,47.05,-122.36
5031,98387,WA,47.05,-122.36
5032,98391,WA,47.18,-122.16
5033,98391,WA,47.18,-122.16
5034,98391,WA,47.18,-122.16
5035,98391,WA,47.18,-122.16
5036,98405,WA,47.24,-122.47
5037,98406,WA,47.26,-122.51
5038,98406,WA,47.26,-122.51
5039,98406,WA,47.26,-122.51
5040,98406,WA,47.26,-122.51
5041,98406,WA,47.26,-122.51
5042,98408,WA,47.19,-122.44
5043,98409,WA,47.21,-122.47
5044,98418,WA,47.22,-122.44
5045,98445,WA,47.13,-122.4
5046,98445,WA,47.13,-122.4
5047,98446,WA,47.13,-122.37
5048,98466,WA,47.22,-122.54
5049,98466,WA,47.22,-122.54
5050,98467,WA,47.2,-122.54
5051,98498,WA,47.15,-122.56
5052,98498,WA,47.15,-122.56
5053,98501,WA,46.97,-122.87
5054,98501,WA,46.97,-122.87
5055,98502,WA,47.1,-123.06
5056,98502,WA,47.1,-123.06
5057,98502,WA,47.1,-123.06
5058,98502,WA,47.1,-123.06
5059,98503,WA,47.02,-122.79
5060,98503,WA,47.02,-122.79
5061,98503,WA,47.02,-122.79
5062,98506,WA,47.1,-122.86
5063,98512,WA,46.94,-123.04
5064,98512,WA,46.94,-123.04
5065,98513,WA,46.98,-122.74
5066,98513,WA,46.98,-122.74
5067,98513,WA,46.98,-122.74
5068,98513,WA,46.98,-122.74
5069,98516,WA,47.11,-122.76
5070,98520,WA,46.88,-123.99
5071,98520,WA,46.88,-123.99
5072,98520,WA,46.88,-123.99
5073,98528,WA,47.43,-122.92
5074,98528,WA,47.43,-122.92
5075,98528,WA,47.43,-122.92
5076,98531,WA,46.74,-122.95
5077,98579,WA,46.8,-123.14
5078,98579,WA,46.8,-123.14
5079,98579,WA,46.8,-123.14
5080,98579,WA,46.8,-123.14
5081,98580,WA,46.98,-122.47
5082,98584,WA,47.23,-123.2
5083,98597,WA,46.87,-122.57
5084,98597,WA,46.87,-122.57
5085,98597,WA,46.87,-122.57
5086,98597,WA,46.87,-122.57
5087,98597,WA,46.87,-122.57
5088,98604,WA,45.8,-122.48
5089,98604,WA,45.8,-122.48
5090,98604,WA,45.8,-122.48
5091,98604,WA,45.8,-122.48
5092,98606,WA,45.73,-122.45
5093,98626,WA,46.14,-122.8
5094,98629,WA,45.87,-122.61
5095,98629,WA,45.87,-122.61
5096,98632,WA,46.19,-123.05
5097,98632,WA,46.19,-123.05
5098,98632,WA,46.19,-123.05
5099,98661,WA,45.64,-122.63
5100,98661,WA,45.64,-122.63
5101,98662,WA,45.68,-122.57
5102,98663,WA,45.65,-122.66
5103,98663,WA,45.65,-122.66
5104,98671,WA,45.61,-122.23
5105,98682,WA,45.67,-122.47
5106,98682,WA,45.67,-122.47
5107,98682,WA,45.67,-122.47
5108,98682,WA,45.67,-122.47
5109,98683,WA,45.6,-122.51
5110,98685,WA,45.7,-122.69
5111,98837,WA,47.19,-119.3
5112,98901,WA,46.71,-120.42
5113,98902,WA,46.59,-120.53
5114,98902,WA,46.59,-120.53
5115,98903,WA,46.54,-120.76
5116,98908,WA,46.62,-120.69
5117,98908,WA,46.62,-120.69
5118,98922,WA,47.2,-120.9
5119,98935,WA,46.15,-120.09
5120,98937,WA,46.78,-120.88
5121,99016,WA,47.63,-117.14
5122,99016,WA,47.63,-117.14
5123,99019,WA,47.63,-117.09
5124,99019,WA,47.63,-117.09
5125,99022,WA,47.61,-117.7
5126,99025,WA,47.77,-117.09
5127,99026,WA,47.8,-117.62
5128,99111,WA,46.85,-117.44
5129,99181,WA,48.14,-117.76
5130,99201,WA,47.66,-117.43
5131,99201,WA,47.66,-117.43
5132,99201,WA,47.66,-117.43
5133,99202,WA,47.65,-117.37
5134,99203,WA,47.62,-117.4
5135,99205,WA,47.69,-117.45
5136,99205,WA,47.69,-117.45
5137,99206,WA,47.63,-117.25
5138,99207,WA,47.69,-117.38
5139,99207,WA,47.69,-117.38
5140,99208,WA,47.78,-117.45
5141,99208,WA,47.78,-117.45
5142,99212,WA,47.65,-117.31
5143,99217,WA,47.74,-117.25
5144,99218,WA,47.75,-117.43
5145,99218,WA,47.75,-117.43
5146,99223,WA,47.59,-117.35
5147,99223,WA,47.59,-117.35
5148,99223,WA,47.59,-117.35
5149,99223,WA,47.59,-117.35
5150,99336,WA,46.21,-119.16
5151,99336,WA,46.21,-119.16
5152,99337,WA,46.07,-119.08
5153,99352,WA,46.32,-119.32
5154,99352,WA,46.32,-119.32
5155,99353,WA,46.31,-119.37
