row,zipcode,state,lat,long
4828,97470,OR,43.21,-123.4
4829,97478,OR,44.1,-122.8
4830,97478,OR,44.1,-122.8
4831,97478,OR,44.1,-122.8
4832,97501,OR,42.28,-122.9
4833,97504,OR,42.33,-122.79
4834,97504,OR,42.33,-122.79
4835,97526,OR,42.53,-123.34
4836,97603,OR,42.16,-121.68
4837,97603,OR,42.16,-121.68
4838,97702,OR,43.98,-121.27
4839,97702,OR,43.98,-121.27
4840,97739,OR,43.69,-121.14
4841,97739,OR,43.69,-121.14
4842,97756,OR,44.26,-121.22
4843,97756,OR,44.26,-121.22
4844,97760,OR,44.41,-121.29
4845,97838,OR,45.85,-119.21
4846,98001,WA,47.3,-122.26
4847,98001,WA,47.3,-122.26
4848,98002,WA,47.31,-122.2
4849,98002,WA,47.31,-122.2
4850,98002,WA,47.31,-122.2
4851,98002,WA,47.31,-122.2
4852,98002,WA,47.31,-122.2
4853,98002,WA,47.31,-122.2
4854,98002,WA,47.31,-122.2
